ZONEID,TIMESTAMP,U10,V10,U100,V100
4,20131201 1:00,1.23773604378118,-4.46575249554977,1.70601106832016,-5.74699769185907
4,20131201 2:00,0.725168694079412,-2.88037971739144,1.06837354010436,-3.64557354150406
4,20131201 3:00,1.29095865913843,-3.57603865775941,1.71505129792625,-4.57012192661216
4,20131201 4:00,0.242329291694304,-2.79728571431763,0.404820687017784,-3.54646821390432
4,20131201 5:00,1.25835381369435,-2.04487964989925,1.49025092172162,-2.69168476335657
4,20131201 6:00,1.82702067688078,-2.79525903131583,2.22371488376192,-3.55429231871483
4,20131201 7:00,1.1432778885976,-0.848630008086592,1.1479275606379,-1.32703048265752
4,20131201 8:00,0.162255627147816,1.51802906726577,0.106493110017007,1.75827484761859
4,20131201 9:00,-1.97959502871542,-0.510173946785934,-4.38650100420682,-1.6360826226725
4,20131201 10:00,-2.32865866817556,-1.79103760392376,-4.80054352016547,-5.15432175246326
4,20131201 11:00,-2.47681892173762,-4.25700414636433,-4.0194676821998,-9.03116568606887
4,20131201 12:00,-2.24954396967154,-3.7518534081656,-3.98993626548659,-8.46522210477562
4,20131201 13:00,-2.42359630638037,-3.45950438515589,-4.20931250392757,-8.19333446261055
4,20131201 14:00,-2.12919373134119,-3.74932005441334,-3.56323742807942,-8.80883070770367
4,20131201 15:00,-1.96569002109956,-4.43940561652636,-3.10459644606408,-9.90876944231394
4,20131201 16:00,-1.58545998525905,-4.98965005151516,-2.3898156252097,-10.4134242025916
4,20131201 17:00,-1.40277695416797,-5.10719766561958,-2.20238153137689,-10.5933786132332
4,20131201 18:00,0.542485662988324,-3.10939489659488,0.483772025577585,-8.17833826172374
4,20131201 19:00,2.14108205579066,-0.538040838060688,3.85336694075202,-4.36408716660218
4,20131201 20:00,2.13005394630222,0.236658739377496,4.80078300346964,-2.4576136277756
4,20131201 21:00,2.3415059586675,-0.598334657364249,4.06792172340308,-2.8494708770351
4,20131201 22:00,2.06724167052024,-1.51996875243296,3.46644511361162,-3.32022118313386
