ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100
5,20120101 1:00,0.273678156788038,0.534894003504361,-3.66024327989395,0.765354707585845,-4.48665749913375
5,20120101 2:00,0.0867959455087883,0.330813098888436,-2.67642975611705,0.469874990811733,-3.2137524557778
5,20120101 3:00,0.00681140145932929,-0.0658387243997836,-2.02907193960585,-0.0208930445199824,-2.41811900941939
5,20120101 4:00,0.01864598684447,-0.419549446282916,-1.79908955742424,-0.444866814374025,-2.14965373610827
5,20120101 5:00,0.0348118327881815,-0.754224422182351,-1.6615260214156,-0.838273716975573,-1.99182869664659
5,20120101 6:00,0.0219168973077891,-1.25667957779857,-1.60786346557323,-1.43885605317736,-1.94464389103433
5,20120101 7:00,0.0182326300276769,-1.81181505369525,-1.70752249785193,-2.13340320352571,-2.09107949465858
5,20120101 8:00,0.00964199705258618,-2.4041366380252,-2.2360560835693,-2.99040759279009,-2.85200227941716
5,20120101 9:00,0.00553538693792458,-2.72243201854331,-2.57464125733667,-4.30874525632822,-4.26591938552238
5,20120101 10:00,0.017217210021207,-2.54712607878647,-2.65343151789889,-4.8181930438698,-5.62614343696538
5,20120101 11:00,0.309963696488264,-2.25140797838855,-2.90044963209395,-4.25327205279592,-6.40984509339885
5,20120101 12:00,0.725953416483951,-2.01722403361236,-3.33230543863498,-3.60287704403451,-7.2748998629569
5,20120101 13:00,0.749595629200963,-1.89415572236892,-4.10913481844843,-3.21852699098926,-8.31784677321403
5,20120101 14:00,0.705537184141476,-1.81801273843413,-4.61935499225133,-3.04191842464151,-8.93558807887335
5,20120101 15:00,0.83206031415118,-1.62809797036421,-4.73306850344113,-2.71530578751764,-9.12486965540988
5,20120101 16:00,0.869172567484993,-1.61924413502295,-4.54950849099618,-2.71247552203129,-8.96324813733571
5,20120101 17:00,0.840713849250566,-1.6745806059058,-4.28460285818699,-2.80134585830243,-8.69640992628708
5,20120101 18:00,0.883595125983969,-1.80738813602462,-3.97029360253879,-2.90889594678343,-8.28367846570171
5,20120101 19:00,0.962321627547536,-1.95391911092239,-3.77353089778341,-3.16305378745695,-7.93765655787849
5,20120101 20:00,0.95684015671615,-1.66705484586573,-4.02523383828217,-2.58794384063224,-8.30157615058911
5,20120101 21:00,0.921111750116818,-1.17124006675546,-4.6282987515584,-1.44281842485824,-8.25276428271436
5,20120101 22:00,0.907354156931814,-0.502775498490712,-5.1619430568798,-0.422224690483288,-7.80532216052917
5,20120101 23:00,0.918757413464649,0.366671132020518,-5.89107238705558,0.650445928840357,-7.934944787441
5,20120102 0:00,0.83523237841918,1.5800892655395,-6.1457565806567,2.22577169853836,-8.02768733640302
5,20120102 1:00,0.582626433269832,1.26835049165901,-6.07938575631119,1.76067157220479,-7.85111756757198
5,20120102 2:00,0.33359692318752,1.41752617984886,-5.13503908514731,1.89795256125966,-6.50952768883897
5,20120102 3:00,0.148520901477301,1.18119621730896,-4.46304317808085,1.57676685101808,-5.57052184394763
5,20120102 4:00,0.125103339204199,1.05553191475773,-3.94202432502492,1.40840337387531,-4.89169663794865
5,20120102 5:00,0.0620214945544733,1.18727674807757,-3.50896969391349,1.55967148256973,-4.37294141349043
5,20120102 6:00,0.0282520398260307,1.23754246909806,-2.60987384846145,1.62183645874552,-3.26315856488168
5,20120102 7:00,0.115991517199238,2.94130719046204,-0.106276762348528,3.64530643326748,-0.158657484764877
5,20120102 8:00,0.224758276122353,4.10431004213781,6.74858897562519,5.50455726239172,9.74105521975659
5,20120102 9:00,0.659861255885841,3.22871361145825,6.66781413720499,4.53789188285819,9.89791309464437
5,20120102 10:00,0.783176377556522,3.18371768377055,6.13960590062475,4.6528970887834,9.59972252702494
5,20120102 11:00,0.720957190611409,2.4272996561557,5.72346746604111,3.54998680313127,9.13182565790577
5,20120102 12:00,0.677159340066856,1.83505595929328,5.15381454796778,2.63978794362408,8.37698059445264
5,20120102 13:00,0.725522087631645,1.04134400963097,4.61545659347086,1.38146521753247,7.89141713874201
5,20120102 14:00,0.704054491211675,-0.708632745574425,3.64023786364377,-1.37814168320446,6.63548343742212
5,20120102 15:00,0.536213651558176,-2.13593600132569,3.04859389008431,-3.63524835985376,5.55139744203731
5,20120102 16:00,0.375031451062148,-2.7610145643386,2.5825526757437,-4.67599366933011,4.76389596094542
5,20120102 17:00,0.386749218216455,-2.44442159565307,1.98541093831271,-4.63144210307079,4.16912087903306
5,20120102 18:00,0.573883037992883,-2.14890780029872,1.94354335190643,-4.40350385709289,4.23925187429006
5,20120102 19:00,0.351155601883469,-2.0354045592847,1.65850544041317,-4.13360425219634,3.88163733359028
5,20120102 20:00,0.808741598073398,-2.22795470029062,2.05476734407665,-3.84816340325584,3.93838455112647
5,20120102 21:00,0.549485999784335,-2.65886164742598,2.47175158848667,-4.11029238613042,4.25905986531684
5,20120102 22:00,0.670258078429963,-2.89802919099123,1.40391668266993,-4.28642648529516,2.67013777430345
5,20120102 23:00,0.620107113331656,-3.96617576267671,-0.168020879674961,-5.13290624422216,-0.172576613594509
5,20120103 0:00,0.4169961539844,-3.8133517560257,-1.28914180455425,-4.71640090384437,-1.74115536247229
5,20120103 1:00,0.446012005319723,-2.16545253907221,-3.00607547604588,-2.52475060974664,-3.91323883592816
5,20120103 2:00,0.560332123216275,0.0224003682300908,-3.64597597124084,0.161065830664205,-4.59760201344596
5,20120103 3:00,0.409510801193343,2.08778002155409,-3.53771883267019,2.61691129587615,-4.49975775723535
5,20120103 4:00,0.225773696128823,1.76648151665531,-2.43586277450572,2.18471635475594,-3.14251033728591
5,20120103 5:00,0.0456489702023651,1.57618288468269,-2.66377253991762,1.99142786639858,-3.35569056031461
5,20120103 6:00,0.00191402178210704,0.8068493114329,-2.99643313981692,1.11669164171566,-3.71809693946342
5,20120103 7:00,0.0762553466805651,0.465009406341557,-2.3354948201224,0.715065439630056,-2.88942714943387
5,20120103 8:00,0.447297005858883,0.145648769385473,-1.38309497350688,0.312498660958775,-1.68687204516936
5,20120103 9:00,0.859440710254844,-0.439199775719783,-0.561304953992808,-0.437140877828633,-0.723188113888305
5,20120103 10:00,0.605010603500953,-1.41200948295252,0.658888866981692,-1.40499418449393,0.542774441328333
5,20120103 11:00,0.374968548937852,-0.960873825893193,1.51924823141163,-1.39652899522281,2.41001454867723
5,20120103 12:00,0.216212573236044,0.871574100718902,3.22638003194887,0.984070343134697,6.14340153146204
5,20120103 13:00,0.00673951331727831,1.33084880313754,4.55877558358769,1.7511105487572,7.53945868432184
5,20120103 14:00,0.103339204198267,2.44163470789014,5.17939140632472,3.41122822248339,7.95488681124958
5,20120103 15:00,0.418757413464649,3.31638829722252,5.3476940023212,4.65090816241037,7.9510604995542
5,20120103 16:00,0.86918155350275,2.94741824093345,5.4936439097869,4.11854181491517,8.20906323101458
5,20120103 17:00,0.365209733654433,2.55209318062373,5.12416711701337,3.64166948597513,8.54577866020864
5,20120103 18:00,0.240780345781964,2.31954902750037,5.28019764871845,3.16526744532792,8.13308361306332
5,20120103 19:00,0.209293339563639,1.75330401464498,5.28677196887456,2.32015938309394,7.70180362339755
5,20120103 20:00,0.20746019194134,1.02737868331155,4.99268071389112,1.30621782373029,7.23280713273439
5,20120103 21:00,0.149230796880055,0.496015293424672,4.86031773474805,0.557989149821402,6.67853855285975
5,20120103 22:00,0.105495848459796,0.0723973611516138,4.69201513875157,0.00210838768418986,6.15324061867875
5,20120103 23:00,0.131582258006542,-0.229910037908757,4.59690664049314,-0.390582336837445,5.8804792563933
5,20120104 0:00,0.113484418245211,-0.324865567100797,4.5184530866302,-0.506743545168994,5.6940832152323
5,20120104 1:00,0.113933719133029,0.477829312236961,3.8381441658504,0.517259026865999,4.74442643385667
5,20120104 2:00,0.0962043060997089,0.516759927052362,3.7661303524321,0.556259055500939,4.61976039058375
5,20120104 3:00,0.082527587074512,0.636361197309983,3.75250611746107,0.699090329202927,4.59665156305023
5,20120104 4:00,0.0547787642428381,0.875162391280738,3.83863074567079,0.974622999039384,4.71280382775817
5,20120104 5:00,0.0557402681427699,1.04493197959944,3.93400039046799,1.18329847693023,4.85084866591892
5,20120104 6:00,0.0773606268645987,0.978709799758813,4.08921935317365,1.08098671349831,5.0764637978909
5,20120104 7:00,0.0959976276913123,0.536827254276795,4.26244176923387,0.507635643176858,5.34099906044565
5,20120104 8:00,0.233330937061931,-0.131816088841319,4.16123316659194,-0.353403950062072,5.27410508600651
5,20120104 9:00,0.346186334064196,-0.974643832267512,3.99433628819684,-1.49301517640771,5.30025454874181
5,20120104 10:00,0.512894935480393,-1.76288844564325,2.8581724075771,-3.43339322446556,4.726182622646
5,20120104 11:00,0.483771251931993,-3.40158638679046,2.33899173921681,-5.94813533060161,3.84257403300912
5,20120104 12:00,0.461054599043888,-4.08307281933221,2.09424208955868,-6.7240839522734,3.43026389964793
5,20120104 13:00,0.513649760971928,-3.79450465384486,1.66945790635481,-6.330031714897,2.81727184296935
5,20120104 14:00,0.441806549009741,-3.53282670683825,1.43735933202693,-6.06969386141182,2.49435638454045
5,20120104 15:00,0.373620646274397,-3.48667185422206,1.26608323524828,-6.10970687780351,2.26934937960883
5,20120104 16:00,0.450370223931562,-3.46580183390865,1.06609892906638,-6.17960303301937,1.99082719512591
5,20120104 17:00,0.637333309370619,-3.40439581260188,0.906500747977187,-6.15478483297896,1.73358945705543
5,20120104 18:00,0.531846446928579,-3.20492657999102,0.907473907617975,-5.87570670599387,1.74940076010468
5,20120104 19:00,0.467488587757449,-2.99462099067896,0.988246157803362,-5.50444669314438,1.94825830230101
5,20120104 20:00,0.218611839976995,-3.16077846009726,0.893363092826552,-5.5773818116305,1.82724102127021
5,20120104 21:00,0.181140145932928,-3.56493443039735,0.735711231018931,-5.2314464926998,1.21364083755128
5,20120104 22:00,0.237662197620502,-3.61670813463638,0.599955461129034,-4.71229026736456,0.789168163382976
5,20120104 23:00,0.163922935911722,-3.06485663596447,0.339635257218301,-3.79351037199079,0.392669333071037
5,20120105 0:00,0.0877754214442328,-2.06751047291014,-0.130887429102594,-2.42192494934901,-0.232485264414657
5,20120105 1:00,0.0285485784119909,-1.34928171814362,-0.421771157115851,-1.45435798116703,-0.607015496885942
5,20120105 2:00,0,0.00132790206725986,-0.138736249027762,0.266819606897601,-0.233351702568829
5,20120105 3:00,0,1.48956440931172,0.806720784372877,1.92481846359931,0.824413032258732
5,20120105 4:00,0,2.46461591405809,1.91616203620753,3.08152065743073,2.20628553990098
5,20120105 5:00,0.0185291686136371,2.80331801570683,3.01494894616653,3.47771625317391,3.63600524071799
5,20120105 6:00,0.0308579849753783,2.67455523326185,3.77418661287091,3.31888374161666,4.67383364505607
5,20120105 7:00,0.295127781172496,2.01534577096203,4.29161704222344,2.48161793719963,5.39951607487315
5,20120105 8:00,0.404909960102081,1.23157231260132,4.97859047707555,1.44595910719436,6.44247096419424
5,20120105 9:00,0.609009381402537,1.13453369394713,5.74987218242198,1.33790576290077,7.99408708571835
5,20120105 10:00,0.426323640415513,0.932991947511518,4.86509857448703,1.04622077885139,7.673396969559
5,20120105 11:00,0.674364688544624,-1.49903843250897,3.73805449694477,-3.02024579027419,6.29551172801464
5,20120105 12:00,0.55512023291758,-4.33088658265752,3.23961659006624,-6.71413498098854,4.98313157236429
5,20120105 13:00,0.444933683188958,-4.56788474744754,2.55403285198052,-7.05659913230156,4.05352896211196
5,20120105 14:00,0.599457244527515,-4.78855429852172,1.97823515843962,-7.5732476364376,3.33468184560556
5,20120105 15:00,0.728873872254771,-4.95650575388473,1.55623057371253,-7.98715689517973,2.76507240304898
5,20120105 16:00,0.797661838179792,-5.23455871887461,1.20324759504948,-8.46719716245127,2.23590523091393
5,20120105 17:00,0.687223679953991,-5.33859531483558,0.981822576938012,-8.6673615543394,1.8781905009884
5,20120105 18:00,0.617420294022501,-5.45336214266697,0.79189735219805,-8.8456790951955,1.5580699942716
5,20120105 19:00,0.711423025771899,-5.57186122506199,0.526928502073031,-9.04938621968342,1.08757259471987
5,20120105 20:00,0.511025843787067,-5.67496475738206,0.185989562052026,-9.18460051390874,0.469546349545986
5,20120105 21:00,0.405215484705797,-5.93109072681065,-0.190618261639654,-9.0936703771808,-0.258414518041318
5,20120105 22:00,0.393911074368283,-5.98054309977865,-0.727504445721643,-8.18377855446807,-1.09403157027181
5,20120105 23:00,0.372335645735236,-5.93482298137427,-1.43810272560238,-7.7852211369917,-2.0452793393413
5,20120106 0:00,0.321951044175264,-5.56393018411429,-2.32658219158103,-7.11682558649799,-3.19873846051836
5,20120106 1:00,0.326336220840372,-4.3814052170211,-3.12939844344956,-5.4225922000786,-4.16262658820796
