ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100
4,20120101 1:00,0.378229363579079,0.534894003504361,-3.66024327989395,0.765354707585845,-4.48665749913375
4,20120101 2:00,0.0630119722747321,0.330813098888436,-2.67642975611705,0.469874990811733,-3.2137524557778
4,20120101 3:00,0.0367044738500316,-0.0658387243997836,-2.02907193960585,-0.0208930445199824,-2.41811900941939
4,20120101 4:00,0.0343415248897291,-0.419549446282916,-1.79908955742424,-0.444866814374025,-2.14965373610827
4,20120101 5:00,0.0335538752362949,-0.754224422182351,-1.6615260214156,-0.838273716975573,-1.99182869664659
4,20120101 6:00,0.00945179584120983,-1.25667957779857,-1.60786346557323,-1.43885605317736,-1.94464389103433
4,20120101 7:00,0.00519848771266541,-1.81181505369525,-1.70752249785193,-2.13340320352571,-2.09107949465858
4,20120101 8:00,0.00866414618777567,-2.4041366380252,-2.2360560835693,-2.99040759279009,-2.85200227941716
4,20120101 9:00,0.00803402646502836,-2.72243201854331,-2.57464125733667,-4.30874525632822,-4.26591938552238
4,20120101 10:00,0.0148078134845621,-2.54712607878647,-2.65343151789889,-4.8181930438698,-5.62614343696538
4,20120101 11:00,0.0915248897290486,-2.25140797838855,-2.90044963209395,-4.25327205279592,-6.40984509339885
4,20120101 12:00,0.0860113421550095,-2.01722403361236,-3.33230543863498,-3.60287704403451,-7.2748998629569
4,20120101 13:00,0.0927851291745431,-1.89415572236892,-4.10913481844843,-3.21852699098926,-8.31784677321403
4,20120101 14:00,0.628859483301828,-1.81801273843413,-4.61935499225133,-3.04191842464151,-8.93558807887335
4,20120101 15:00,0.923282923755514,-1.62809797036421,-4.73306850344113,-2.71530578751764,-9.12486965540988
4,20120101 16:00,0.918714555765595,-1.61924413502295,-4.54950849099618,-2.71247552203129,-8.96324813733571
4,20120101 17:00,0.91304347826087,-1.6745806059058,-4.28460285818699,-2.80134585830243,-8.69640992628708
4,20120101 18:00,0.801984877126654,-1.80738813602462,-3.97029360253879,-2.90889594678343,-8.28367846570171
4,20120101 19:00,0.84593572778828,-1.95391911092239,-3.77353089778341,-3.16305378745695,-7.93765655787849
4,20120101 20:00,0.926118462507877,-1.66705484586573,-4.02523383828217,-2.58794384063224,-8.30157615058911
4,20120101 21:00,0.922495274102079,-1.17124006675546,-4.6282987515584,-1.44281842485824,-8.25276428271436
4,20120101 22:00,0.880592312539382,-0.502775498490712,-5.1619430568798,-0.422224690483288,-7.80532216052917
