ZONEID,TIMESTAMP,U10,V10,U100,V100
3,20131201 1:00,-0.974119133182577,-5.43349362890944,-1.1302103000953,-7.4722128025756
3,20131201 2:00,-0.0290580983255282,-5.80792331349205,0.0480329585643298,-7.95143922221907
3,20131201 3:00,0.329115718538102,-5.91787086633972,0.467499612286634,-8.1379137202028
3,20131201 4:00,0.54296514600956,-5.99893818641173,0.792947878105664,-8.34264446274436
3,20131201 5:00,0.562623949880255,-5.69645574839303,0.86888580679677,-8.24745118754988
3,20131201 6:00,0.863259804195511,-4.73074129803517,1.54991643712178,-7.68215961499083
3,20131201 7:00,0.0893742079198758,-2.74864532227442,0.414463598597607,-6.22361607656572
3,20131201 8:00,-0.432303319185385,-2.3498954416702,-0.41964825305709,-6.47659546543874
3,20131201 9:00,-0.205987333161779,-2.68885817372131,0.485580071498803,-6.37879415530741
3,20131201 10:00,1.63474798536496,-1.72669041861659,2.65704322288022,-3.44410284263354
3,20131201 11:00,2.26095281109977,1.04277190334359,5.44143394155413,0.954348078339125
3,20131201 12:00,-0.796710415325089,0.0983376245046218,0.521740989923139,-1.806256902301
3,20131201 13:00,-0.221810272862582,-2.65643124569251,1.43480418013764,-7.54719380700961
3,20131201 14:00,0.387133164107713,-3.1924888996687,2.00614669124216,-8.72406957225652
3,20131201 15:00,0.413984213296954,-3.06835456580843,1.66382333015844,-8.19268245387634
3,20131201 16:00,0.0807435135376195,-2.9214200481779,1.08946740918522,-7.31964275877073
3,20131201 17:00,-0.875345630807868,-2.82211258108968,0.534999993345396,-5.90282777933498
3,20131201 18:00,-1.38072073519109,-2.68987151522221,0.136024526730215,-5.87153136009296
3,20131201 19:00,-1.7360176539273,-2.43045609099177,-0.259937530016271,-5.79263830325369
3,20131201 20:00,-1.58689843432276,-1.62130290252298,-2.07280490702301,-6.15645917694221
3,20131201 21:00,-2.24954396967154,-1.99573258710559,-3.69643014427573,-5.8597952028772
3,20131201 22:00,-2.45236528765456,-3.11750162860209,-3.5288845555763,-5.60225175286472
3,20131201 23:00,-1.78300699000847,-4.59698021991634,-2.27952482401547,-6.76021926481957
3,20131202 0:00,-0.491759213818705,-5.66301547886333,-0.550430241358441,-8.01664009563996
3,20131202 1:00,0.334373371452632,-4.22087550323711,0.521783622408853,-5.69821771471492
3,20131202 2:00,1.32685321628108,-4.70630273348485,1.80922634675484,-6.40557126085145
3,20131202 3:00,1.72974507511412,-4.95811212511237,2.40847241481406,-6.92522262878963
3,20131202 4:00,2.20093053890483,-4.97103770224914,3.10551211203572,-7.0223932097862
3,20131202 5:00,2.7602107120492,-4.89204806419108,4.0184260438447,-7.1213744227268
3,20131202 6:00,3.05924779884604,-4.40997190949732,4.77840738536772,-6.87814619824471
3,20131202 7:00,3.79956664075391,-3.75699090155067,6.46794838281247,-6.44178389973216
3,20131202 8:00,1.8582502016025,-2.59991238526982,4.38359161656828,-5.83944700634969
3,20131202 9:00,1.46303632202505,-1.994325160158,4.06784303730444,-4.76755289548069
3,20131202 10:00,0.744943209541273,-2.8727856803795,2.72578153071347,-4.77902023112625
3,20131202 11:00,-0.122668446340924,-2.03788914235972,1.37019537328089,-3.36370959487186
3,20131202 12:00,1.22623127761565,-0.113414324217815,1.47579168562119,-0.258475810851022
3,20131202 13:00,0.67180035452745,1.95515674274517,0.777191451763955,3.50039610496662
3,20131202 14:00,-0.117010987942064,1.47691038868453,-0.930555806429123,1.7199413599984
3,20131202 15:00,-0.419685012281033,1.44148473282818,-0.820277884182114,-1.64662696794488
3,20131202 16:00,1.27916892406212,1.05611104412066,1.99284949087368,-0.248819107149499
3,20131202 17:00,0.493994519134731,1.61909173718904,2.28102858957577,0.889464841667467
3,20131202 18:00,0.224052932674877,1.26483517862561,2.30235592359524,0.0740769228701599
3,20131202 19:00,0.925981878304768,0.577385964980885,3.09042692455854,-0.798044130173592
3,20131202 20:00,0.586130270201867,-0.483468810392864,2.93073200885178,-1.79147752346772
