ZONEID,TIMESTAMP,U10,V10,U100,V100
2,20131201 1:00,-0.971721718076395,-6.29736725842684,-1.04462945982437,-8.59823188655422
2,20131201 2:00,-1.7005359103558,-4.6582873807208,-2.0462869001785,-6.27577677530242
2,20131201 3:00,-1.63388777040394,-6.14080599653776,-1.94081755477418,-8.15421393855802
2,20131201 4:00,0.685851086338023,-6.93273237949125,1.2160306236704,-9.31609350291813
2,20131201 5:00,4.05661672563029,-4.69274099175141,5.31547340904269,-6.22296406783151
2,20131201 6:00,0.209244963228989,-2.96550040346706,0.534999993345396,-4.15674838912377
2,20131201 7:00,0.534334451627304,-5.21309185246365,0.956877374962656,-7.117520051166
2,20131201 8:00,2.02552664767267,-4.73327465178742,2.95537079988099,-6.77586747444058
2,20131201 9:00,2.06676218749901,-0.802016299045184,3.72439299837188,-2.19615812535787
2,20131201 10:00,2.26239126016348,5.90478442466263,3.67617844047277,9.41090136102745
2,20131201 11:00,1.73831631795204,5.40571373546929,2.82338344763216,9.44024175406685
2,20131201 12:00,1.57097674354052,4.99024372010022,2.57266774655676,8.8749501815078
2,20131201 13:00,1.47316220720828,4.62392076752481,2.53048000839504,8.34030301945658
2,20131201 14:00,0.908331208191738,4.29661146273405,1.60476049673202,7.89628507146038
2,20131201 15:00,0.770240098075639,3.78284732177766,1.23049499104014,7.32577742902766
2,20131201 16:00,1.09101423928283,3.75346041825155,1.66864478594835,7.31469328054611
2,20131201 17:00,1.24876415326962,3.53356531255622,1.9711911367653,7.16994734155176
2,20131201 18:00,1.27273830433144,3.38713746567614,2.01096814703207,6.98673288723908
2,20131201 19:00,1.14663426974625,3.10897522367904,1.79761872832848,6.6848528433004
2,20131201 20:00,1.26890244016155,2.82777295717924,1.89886929991662,6.17041795200964
2,20131201 21:00,1.21759775688925,2.99396096332687,1.63127850357653,5.13242004714921
2,20131201 22:00,0.467206828654201,2.95697399854402,0.609129876115286,3.9412000897497
2,20131201 23:00,-0.0861165778526662,2.93873385152781,-0.0423693374965119,3.72147314632133
2,20131202 0:00,-0.220371823798873,2.96001402304672,-0.153865502638217,3.66409637771096
2,20131202 1:00,0.227689870217001,2.62872292909484,0.42971196091017,3.18655323466714
2,20131202 2:00,0.216374953419283,1.99441219923463,0.505137898296097,2.32408888532491
2,20131202 3:00,0.0987806395572801,1.52765524707335,0.387577471749756,1.69278188083787
2,20131202 4:00,0.189704078110375,1.63105986416754,0.540510062035703,1.76218943869256
2,20131202 5:00,0.00785720100418574,2.20217888358129,0.300187420157786,2.47799260056792
2,20131202 6:00,-0.0369983620153409,2.52053106120924,0.20759557978058,2.91314781111778
2,20131202 7:00,0.604719062083833,2.60382922497957,1.07109251812981,3.03264951942412
2,20131202 8:00,-0.244303801916397,2.61819097735376,-0.0218033056483411,3.24871826474569
2,20131202 9:00,-1.47682152452501,3.07345852761569,-1.8018554279562,4.1443775330619
2,20131202 10:00,-1.35437796060685,2.89585152325483,-1.77636666290855,4.12144286177078
2,20131202 11:00,-0.483533471353873,3.10074585712666,-0.5690314858552,4.45882394734273
2,20131202 12:00,-0.328357469556591,2.85707479184451,-0.473318572206852,5.06417856063192
2,20131202 13:00,-0.188537426270499,2.5837227716557,-0.45303159594443,5.13177548654258
2,20131202 14:00,0.412769580693967,3.10744800823461,0.436994465209501,5.91940038219801
2,20131202 15:00,0.803942418557948,3.02510729462257,1.10230325084122,5.85723535211946
2,20131202 16:00,0.909413607279538,2.61053137608752,1.37123573103794,5.30016425733788
2,20131202 17:00,0.946995295214816,2.56983974436064,1.47058989683595,5.29956071335653
2,20131202 18:00,0.750196563768785,2.26920039466086,1.12415076373922,5.06719628053864
2,20131202 19:00,0.525514644499804,1.67845364700237,0.707487482041789,4.46123812326811
2,20131202 20:00,0.174348119599185,1.77754973838431,-0.126879439110114,4.19869649138296
2,20131202 21:00,-0.856521621507234,1.95419929258689,-1.42368538326952,3.17508589902158
2,20131202 22:00,-1.90476784198158,0.876110414364107,-2.39694006498724,1.23167427909017
2,20131202 23:00,-2.46323980678325,0.154192995021321,-3.10646405529347,0.109082473788179
2,20131203 0:00,-0.280673177337635,1.21313287007851,-0.32974920173433,1.3843709063705
2,20131203 1:00,-0.738864874815408,2.00721752376363,-0.783248488190297,2.45850956664627
2,20131203 2:00,-1.71727919437756,1.42731183393045,-1.97246724086914,1.80855887060576
2,20131203 3:00,-2.05144806138716,-0.242857463243449,-2.40734329670106,-0.330942530405945
2,20131203 4:00,-0.101311722670256,-0.928107572922878,0.0474762851296617,-1.0869682658596
2,20131203 5:00,1.08456390952135,0.00158250125413913,1.53274527581716,-0.0487186376643166
2,20131203 6:00,3.23011542013439,-0.315984900321179,4.24124255688317,-0.582951108890496
2,20131203 7:00,2.21243960484882,2.64439784962973,2.91431305319089,3.3238247366468
2,20131203 8:00,-2.53864753104602,4.31712405019795,-3.65956332413504,5.9159129724879
2,20131203 9:00,0.0472573463740646,5.29795219226149,0.14950489822869,7.43632187074292
2,20131203 10:00,1.71453245453812,6.97937186437042,2.62885594987557,10.3202771847268
2,20131203 11:00,1.34377901196805,6.74209122937695,2.06351707729407,10.1762722827357
2,20131203 12:00,1.94474758855274,6.35753295887028,2.87695831506173,10.2154879033672
2,20131203 13:00,2.08707051055015,4.48690243558121,3.17746882030969,7.73783213428693
2,20131203 14:00,1.50127114822224,3.70500137759625,2.32555777760305,6.33764161403348
2,20131203 15:00,1.77074777796029,3.25140671544278,2.83904604352767,5.69026243409995
2,20131203 16:00,2.35387022012524,3.34550076035398,3.71939128988486,5.54561465308203
2,20131203 17:00,3.06236175658885,3.21203040317015,4.97105378391392,5.40032399303737
2,20131203 18:00,3.56963812746991,2.96247663188391,5.4388243106357,4.62758340288831
2,20131203 19:00,3.82126862278823,2.87196225172477,6.10005892886219,4.72272949884676
2,20131203 20:00,4.50388326434322,3.36186494207767,6.74233741132165,5.05766947178159
2,20131203 21:00,5.53092830019916,3.70755828099058,7.95218489998225,5.36818004170005
2,20131203 22:00,5.76917419470266,3.95966895567114,8.11219698719221,5.5771157253926
2,20131203 23:00,5.54208213421149,4.00876150084221,7.55299098206475,5.4729693230597
2,20131204 0:00,5.2618978238216,3.73415007629157,7.16383266543566,5.08724190701192
