ZONEID,TIMESTAMP,U10,V10,U100,V100
7,20131201 1:00,-0.927129797101405,-6.50256891235912,-1.15672830693982,-9.52930035900441
7,20131201 2:00,1.36527852743008,-7.16478758319739,2.03145933413919,-10.5829464734859
7,20131201 3:00,3.43041189989548,-6.34550097971959,4.8791316600557,-9.28870913608135
7,20131201 4:00,0.445150609677324,-5.69848243139483,0.824287340740089,-8.4782622794598
7,20131201 5:00,-0.226605103074947,-6.33283421095834,-0.152057456716999,-9.62253760799627
7,20131201 6:00,0.87284946462024,-6.84710502266518,1.3986432617133,-10.9604595305928
7,20131201 7:00,-1.08583867713067,-5.94979112361808,-1.56052522934491,-9.79205987889056
7,20131201 8:00,-1.01247777488149,-4.54631314487133,-1.40804668998896,-8.3530766024917
7,20131201 9:00,-0.288458412814449,-3.7548934326683,-0.311165497784081,-7.98143162399268
7,20131201 10:00,0.00210829805484103,-3.1833688261606,0.997859749176905,-7.54262974587015
7,20131201 11:00,-0.184890080227376,-2.86568626562839,0.782702284552101,-7.65347123068565
7,20131201 12:00,-0.224687170990001,-2.8910198031509,0.921319138512059,-7.7095439818276
7,20131201 13:00,2.03847268924606,-0.667241879425461,5.12924467915736,-2.38915271068368
7,20131201 14:00,1.93634280572269,0.532047786889897,4.71339411727749,0.993468602391654
7,20131201 15:00,2.17033052008608,1.07671884362374,3.80153629101047,1.78565921445536
7,20131201 16:00,1.89750468100254,1.38832135515055,3.03191141054584,2.35095078701441
7,20131201 17:00,1.24732570420591,2.007979682951,2.22371488376192,3.03621196666787
7,20131201 18:00,1.01861230307612,1.98720618218255,1.70239497647773,2.81518100577108
7,20131201 19:00,0.284523797563112,2.30691542571655,1.15636510827025,3.49392209808246
7,20131201 20:00,0.0107389924370973,1.31536076708573,0.630826427169888,3.37590851719066
7,20131201 21:00,-0.095706238277395,1.48205544398381,-0.11770458421388,2.41484764296687
7,20131201 22:00,-0.224687170990001,1.37920128164244,-0.428688482663174,1.81239157255792
7,20131201 23:00,-0.0827601967040108,1.26874705804432,-0.370228331210497,1.61678895229528
7,20131202 0:00,0.555431704561708,1.21351994624527,0.438570877547165,1.55093607014019
7,20131202 1:00,0.646745895903931,0.635790424635938,0.581084014560546,0.698744943562398
7,20131202 2:00,1.00720681674553,0.344246851439813,1.03936160653986,0.30342363578132
7,20131202 3:00,1.69297159552154,0.636269149715078,1.86592584451391,0.72590442272293
7,20131202 4:00,2.29589501917139,1.56978305403765,2.67636453725373,1.98067235993951
7,20131202 5:00,2.39166770778065,2.63303145480709,2.87143161670009,3.45150904247766
7,20131202 6:00,2.27528570643269,3.3961192309559,2.8121312245484,4.58979299129463
7,20131202 7:00,1.88815391028218,4.07495139317611,2.33824826621337,5.60857523180525
7,20131202 8:00,1.24199134029819,4.26596269975288,1.47111007571448,5.96949453264966
7,20131202 9:00,0.633006354078129,4.12569625156492,0.691361936807556,6.08416788910523
7,20131202 10:00,-0.268954156368569,3.07920322856537,-0.781784647171365,5.56029171329764
7,20131202 11:00,-0.722359036620001,2.17393410391205,-1.96050998590591,4.76421720190338
7,20131202 12:00,-0.91956187223738,1.76366671108926,-2.60345107976112,3.97840293819198
7,20131202 13:00,-0.430191720736057,1.51472966993657,-1.90329030926831,3.75871292898234
7,20131202 14:00,-0.428979408222016,1.38403772333141,-1.7644025487025,3.40684678785812
7,20131202 15:00,-0.73771499513119,1.21026051960367,-1.66660891954006,2.31805344551145
7,20131202 16:00,-0.359473490750317,1.02307901366002,-0.910268830166701,1.5889723160465
7,20131202 17:00,0.573198936718761,1.09536650061013,0.193550750060442,1.29142513324334
7,20131202 18:00,1.0395351504533,1.05850466951636,0.659631025217615,1.26004084621339
7,20131202 19:00,1.20723838156234,0.842120933745182,1.03467999663315,1.07233866801505
7,20131202 20:00,0.672608562870144,0.630045723686261,1.12050951158955,1.19304746428408
7,20131202 21:00,1.0318571711977,0.614726521153788,1.29216854150235,0.820057283812774
7,20131202 22:00,1.5741649691455,0.205416578489277,1.98296609218173,0.275660612639442
7,20131202 23:00,1.92331097318938,0.126426940431214,2.39598812172949,0.124171073321808
7,20131203 0:00,2.39368822863739,0.189139925798525,2.96766470922696,0.180300663586908
7,20131203 1:00,1.43211737734576,-0.138024424076073,1.63365882210636,-0.363729360770006
7,20131203 2:00,2.0295167270465,-0.185582827210541,2.36012484870764,-0.518663206215866
7,20131203 3:00,2.74826979080146,0.205112011442507,3.31127683748874,0.0393557889999272
7,20131203 4:00,2.91200807410256,0.628023832864066,3.60342434166301,0.536944155701568
7,20131203 5:00,2.08930127735262,1.46055157805669,2.52125200272742,1.7410565727974
7,20131203 6:00,0.891379504427688,1.05246979632222,0.7984737815471,1.23639653680155
7,20131203 7:00,1.44907120504451,1.76533446266037,1.52382474133855,2.23800206047229
7,20131203 8:00,3.43936134620583,3.26316847105668,4.55903659768342,4.76323087753178
7,20131203 9:00,3.1819308572011,3.31635206165866,4.6677556116414,4.9773095934383
7,20131203 10:00,0.969010189153549,1.82976842819739,1.84050371532898,3.21196378599294
7,20131203 11:00,-0.404249854445315,1.07139088144023,0.56709741850832,2.28493222942477
7,20131203 12:00,-1.32511039050381,-0.436159359854511,-0.469357181224433,-0.907605017397381
7,20131203 13:00,-0.0169887375369928,-1.04163408363096,1.78586544164753,-1.93878297629845
7,20131203 14:00,0.628595175097041,-3.28761802520712,2.44263979263472,-5.11267673134496
7,20131203 15:00,1.77253239140227,-3.20681987794641,4.16597554721995,-5.92849021628602
7,20131203 16:00,3.42017675170461,-2.54867294424684,6.41896803647227,-4.20171715044545
7,20131203 17:00,4.13625289529661,-1.79080677816855,7.38684602740075,-2.62987793005073
7,20131203 18:00,4.5257447790074,-1.39244122933252,8.3134665463657,-2.08085924120939
7,20131203 19:00,5.2480670696463,-0.265869593792385,8.75893573689097,-0.105291992017992
7,20131203 20:00,5.44392839490293,0.306365385857826,8.90891222281249,0.713735888056802
7,20131203 21:00,6.02258930346295,0.571260577510023,9.0934557798386,0.974101893889055
7,20131203 22:00,5.55189750814235,3.71062656506377,7.86409462200604,5.51089918563773
7,20131203 23:00,5.10351338084642,4.00467045541129,7.12034505985247,5.69540546631392
7,20131204 0:00,5.60097437779663,3.81801650762547,7.72749893780243,5.37203731586053
7,20131204 1:00,4.88546234556552,2.53309865586006,6.53726957501124,3.49996955832814
7,20131204 2:00,5.4974516654712,2.6403654250236,7.37439822015533,3.69724094242491
7,20131204 3:00,5.56059040201834,2.20826249641201,7.47414517453219,3.01710594169912
7,20131204 4:00,5.73289068910179,2.00486041526229,7.70673269899038,2.69347772334428
7,20131204 5:00,5.80173473316825,2.26644965892996,7.86474306129764,3.14152874277976
7,20131204 6:00,5.53738881810644,2.52449707531393,7.54312904952179,3.51930989010233
7,20131204 7:00,5.4563734513321,2.76432937995315,7.46435692199988,4.03892013710232
7,20131204 8:00,5.34987437763813,2.81796276453492,7.65965586538261,4.20975973444103
